location_resolved,display_date,title,harga,Merek,Model,Varian,Tahun,Jarak tempuh,Tipe bahan bakar,Warna,Transmisi,Tipe bodi,Kapasitas mesin,Tipe Penjual,Nama Bursa Mobil
Mlati,2022-12-20T06:57:50+0000,[OLX AUTOS] Toyota Rush 1.5 S Bensin Automatic-2014 Silver,142000000.0,Toyota,Rush,toyota-rush-67563-s,2014,90.000-95.000,Bensin,Silver,Automatic,SUV,>1.500 - 2.000 cc,,
Pleret,2022-12-20T08:23:16+0000,[OLX Autos] Toyota Avanza 1.3 G Manual 2017 Hitam #AB Auto Gallery,159000000.0,Toyota,Avanza,1.3 G Bensin-MT,2017,90.000-95.000,Bensin,Hitam,Manual,,>1.000 - 1.500 cc,Individu,
Ngaglik,2022-12-22T02:52:15+0000,[OLX AUTOS] Toyota Rush 1.5 S Bensin Automatic-2021 Putih,236000000.0,Toyota,Rush,toyota-rush-67563-s,2021,25.000-30.000,Bensin,Putih,Automatic,MPV,>1.500 - 2.000 cc,,
Mlati,2022-12-22T02:51:01+0000,[VIP Dealer] Fortuner 2.8 GR 4x2 A/T 2022 km5rb ( AB ) Tangan1,590000000.0,Toyota,Fortuner,2.8 4x2 GR Sport DSL Solar-AT,2022,0-5.000,Diesel,Putih,Automatic,SUV,>2.000 - 3.000 cc,,
Jetis,2022-12-22T02:36:48+0000,[OLX Autos] [DP4JT] Raize 2021 1.0 T GR SPORT Two Tone Bensin #DCARS,225000000.0,Toyota,Raize,1.0 T GR SPORT Two Tone Bensin-AT,2021,5.000-10.000,Bensin,Merah,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,
Mergangsan,2022-12-22T00:30:58+0000,Rush TRD 2018 akhir Asli AB matic,230000000.0,Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2018,60.000-65.000,Bensin,Putih,Automatic,SUV,>1.000 - 1.500 cc,Individu,
Banguntapan,2022-12-22T00:21:31+0000,Toyota Corolla Twin Cam GT tahun 1990,91999999.0,Toyota,Corolla,corolla-1.6-gt-s-bensin,1990,200.000-205.000,Bensin,Putih,Manual,Sedan,>1.500 - 2.000 cc,Individu,
Bantul,2022-12-22T00:05:03+0000,Avanza 1.3 G 2010,99000000.0,Toyota,Avanza,1.3 G Bensin-MT,2010,170.000-175.000,Bensin,Abu-abu,Manual,,>1.000 - 1.500 cc,Individu,
Banguntapan,2022-12-21T23:04:04+0000,"[Khusus Kredit] Yaris 1.5 S GR Sport CVT, 2021, KM 9 Ribu, B Tgn 1",260000000.0,Toyota,Yaris,1.5 S GR Sport Bensin-AT,2021,5.000-10.000,Bensin,Kuning,Automatic,Hatchback,>1.000 - 1.500 cc,Diler,
Tegalrejo,2022-12-21T23:01:49+0000,"[Khusus Kredit ] Yaris S GR Sport CVT, 2021, KM 9 Ribu, B Tgn 1",260000000.0,Toyota,Yaris,1.5 S GR Sport Bensin-AT,2021,5.000-10.000,Bensin,Kuning,Automatic,Hatchback,>1.000 - 1.500 cc,Diler,
Depok,2022-12-21T22:48:11+0000,"[Khusus Kredit] New Yaris S GR Sport CVT, 2021, KM 9000, B, Pajak New",260000000.0,Toyota,Yaris,1.5 S GR Sport Bensin-AT,2021,5.000-10.000,Bensin,Kuning,Automatic,Hatchback,>1.000 - 1.500 cc,Diler,
Kotagede,2022-12-21T17:22:03+0000,Dp 12jt. Toyota CALYA G 2017 Matic/ CALYA METIK bisa tt sigra metik,117000000.0,Toyota,Calya,1.2 G Bensin-AT,2017,70.000-75.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,,
Piyungan,2022-12-21T16:14:15+0000,calya G manual 2021,144000000.0,Toyota,Calya,1.2 G Bensin-MT,2021,10.000-15.000,Bensin,Abu-abu,Manual,Minibus,>1.000 - 1.500 cc,Diler,
Sleman,2022-12-21T15:36:00+0000,Toyota Agya 2019 Bensin,147000000.0,Toyota,Agya,1.2 TRD Sportivo Bensin-AT,2019,15.000-20.000,Bensin,Abu-abu,Automatic,,,Diler,
Sleman,2022-12-21T15:32:32+0000,Toyota Agya 2022 Bensin,164000000.0,Toyota,Agya,1.2 GR Sport Bensin-AT,2022,5.000-10.000,Bensin,Kuning,Automatic,,,Diler,
Piyungan,2022-12-21T15:18:26+0000,reborn G 2.4 TRD S 2020,395000000.0,Toyota,Kijang Innova,2.4 G Solar-AT,2020,20.000-25.000,Diesel,Abu-abu,Automatic,Minibus,>2.000 - 3.000 cc,Diler,
Pleret,2022-12-21T14:55:23+0000,Inova manual km 90rb,132000000.0,Toyota,Kijang Innova,2.0 G Bensin-MT,2011,85.000-90.000,Bensin,Abu-abu,Manual,MPV,>1.500 - 2.000 cc,Individu,
Kotagede,2022-12-21T14:41:00+0000,Toyota Corolla Twincam 1.6 Th  1990,28000000.0,Toyota,Corolla,1.6 AE Bensin-MT,1990,100.000-105.000,Bensin,Hitam,Manual,Sedan,>1.500 - 2.000 cc,Individu,
Jetis,2022-12-21T02:19:51+0000,Toyota Yaris 2018 Bensin,238000000.0,Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2018,85.000-90.000,Bensin,Putih,Automatic,,,Diler,
Depok,2022-12-20T05:54:04+0000,[OLXAutos] Toyota Kijang Innova 2016 2.0 G Bensin A/T Putih,230000000.0,Toyota,Kijang Innova,2.0 G Bensin-AT,2016,100.000-105.000,Bensin,Putih,Automatic,MPV,>1.500 - 2.000 cc,Diler,
Kraton,2022-12-19T11:13:10+0000,(DP 25 JT) YARIS TRD S 2015,178000000.0,Toyota,Yaris,toyota-yaris-67596-trd-sportivo,2015,35.000-40.000,Bensin,Merah,Automatic,Hatchback,>1.500 - 2.000 cc,Diler,
Ngaglik,2022-12-01T22:20:01+0000,CALYA G AUTOMATIC AB TGN 1 ISTIMEWA,132500000.0,Toyota,Calya,1.2 G Bensin-AT,2019,30.000-35.000,Bensin,Abu-abu,Automatic,MPV,>1.000 - 1.500 cc,Individu,
Kalasan,2022-12-21T14:29:49+0000,Toyota Rush G a/t 2011 Bensin,133000000.0,Toyota,Rush,1.5 G Bensin-AT,2011,115.000-120.000,Bensin,Abu-abu,Automatic,SUV,>1.000 - 1.500 cc,Diler,
Kotagede,2022-12-21T13:16:10+0000,Yaris S Limited AT 2010 Istimewa,118000000.0,Toyota,Yaris,1.5 S Limited Bensin-AT,2010,120.000-125.000,Bensin,Hitam,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,
Depok,2022-12-21T13:11:27+0000,[TDP39JT]Toyota Camry 2.5 V Metik 2013,224000000.0,Toyota,Camry,"2,5 V-AT",2013,50.000-55.000,Bensin,Hitam,Automatic,Sedan,>2.000 - 3.000 cc,Diler,
Gamping,2022-12-21T13:11:23+0000,[TDP38JT]Toyota Innova 2.4 V Metik Diesel 2017,335000000.0,Toyota,Kijang Innova,2.4 V Solar-AT,2017,110.000-115.000,Diesel,Hitam,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Kotagede,2022-12-21T13:11:20+0000,[TDP38JT]Toyota Innova 2.4 V Metik Diesel 2017,335000000.0,Toyota,Kijang Innova,2.4 V Solar-AT,2017,110.000-115.000,Diesel,Hitam,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Godean,2022-12-21T13:11:14+0000,[TDP35JT]Toyota Fortuner 2.5 TRD Metik Diesel 2011,225000000.0,Toyota,Fortuner,2.5 G TRD Solar-AT,2011,145.000-150.000,Diesel,Putih,Automatic,Jeep,>2.000 - 3.000 cc,Diler,
Banguntapan,2022-12-21T12:34:32+0000,(TDP 65 Jt) Innova Reborn 2.4 V Diesel AT 2022,455000000.0,Toyota,Kijang Innova,2.4 G Solar-AT,2022,0-5.000,Diesel,Putih,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Wates,2022-12-21T12:31:54+0000,(TDP 65 Jt) Innova Reborn 2.4 V Diesel AT 2022,455000000.0,Toyota,Kijang Innova,2.4 V Solar-AT,2022,0-5.000,Diesel,Putih,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Godean,2022-12-21T12:28:59+0000,(TDP 65 Jt) Innova Reborn 2.4 V Diesel AT 2022,455000000.0,Toyota,Kijang Innova,2.4 V Solar-AT,2022,0-5.000,Diesel,Putih,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Depok,2022-12-21T12:26:59+0000,(TDP 65 Jt) Innova Reborn 2.4 V Diesel AT 2022,455000000.0,Toyota,Kijang Innova,2.4 V Solar-AT,2022,0-5.000,Diesel,Putih,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Umbulharjo,2022-12-21T12:24:27+0000,(TDP 65 Jt) Innova Reborn 2.4 V Diesel AT 2022,455000000.0,Toyota,Kijang Innova,2.4 V Solar-AT,2022,0-5.000,Diesel,Putih,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Jetis,2022-12-21T12:22:00+0000,(TDP 65 Jt) Innova Reborn 2.4 V Diesel AT 2022,455000000.0,Toyota,Kijang Innova,2.4 V Solar-AT,2022,0-5.000,Diesel,Putih,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Ngaglik,2022-12-21T11:59:15+0000,Antik! Toyota Kijang LSX 2004 Solar plat AD Istimewa,84500000.0,Toyota,Kijang,2.4 LSX Solar-MT,2004,220.000-225.000,Diesel,Biru,Manual,MPV,>2.000 - 3.000 cc,Individu,
Ngampilan,2022-12-21T11:44:13+0000,Toyota Camry 2.4v 2008 km 132k,128000000.0,Toyota,Camry,2.4 V Bensin-AT,2008,135.000-140.000,Bensin,Hitam,Automatic,,,Individu,
Mlati,2022-12-21T10:36:02+0000,[VIP Dealer] New Camry 2.5V dual VVTi A/T 2014 km15rb ( asli ),279000000.0,Toyota,Camry,"2,5 V-AT",2014,10.000-15.000,Bensin,Hitam,Automatic,Sedan,>2.000 - 3.000 cc,,
Kalasan,2022-12-21T10:33:27+0000,Yaris J 2012 mmc at [dp28jt],120000000.0,Toyota,Yaris,1.5 J Bensin-AT,2012,90.000-95.000,Bensin,Putih,Automatic,Compact & City Car,>1.000 - 1.500 cc,Individu,
Sleman,2022-12-20T05:54:08+0000,[OLXAutos] Toyota Yaris 2015 1.5 G Solar A/T Merah,149000000.0,Toyota,Yaris,1.5 G Bensin-AT,2015,40.000-45.000,Bensin,Merah,Automatic,Hatchback,>1.000 - 1.500 cc,Diler,
Kalasan,2022-12-19T13:11:32+0000,[TDP36JT]Toyota Raize 1.0 GR TSS Matik 202,258000000.0,Toyota,Raize,1.0 T GR SPORT TSS Two Tone Bensin,2021,15.000-20.000,Bensin,Silver,Automatic,Compact & City Car,>1.000 - 1.500 cc,Diler,
Danurejan,2022-11-18T16:50:38+0000,(Dp 5jt) Toyota Nav1 V 2013,165000000.0,Toyota,Nav1,nav1-2.0-v-bensin,2013,145.000-150.000,Bensin,Silver,Automatic,MPV,>1.500 - 2.000 cc,Diler,
Banguntapan,2022-12-17T01:57:53+0000,Fortuner VRZ 2017 istimewa “tangan1”,365000000.0,Toyota,Fortuner,2.4 VRZ Solar-AT,2017,95.000-100.000,Diesel,Silver,Automatic,SUV,>2.000 - 3.000 cc,Diler,Carsentro Yogyakarta
Pleret,2022-12-21T10:22:04+0000,Vellfire 24 km asli 96 ribu,268500000.0,Toyota,Vellfire,2.4 Z Bensin-AT,2010,85.000-90.000,Bensin,Putih,Automatic,Minibus,>2.000 - 3.000 cc,Individu,
Prambanan,2022-12-21T10:20:55+0000,Toyota Innova Terawat,123000000.0,Toyota,Kijang Innova,2.0 E Bensin-MT,2011,105.000-110.000,Bensin,Hitam,Manual,Minibus,>1.500 - 2.000 cc,Individu,
Kalasan,2022-12-21T10:02:23+0000,(DP 15jt) Yaris S manual 2011,108000000.0,Toyota,Yaris,1.5 S Bensin,2011,80.000-85.000,Bensin,Abu-abu,Manual,,,,
Mlati,2022-12-21T10:01:10+0000,Toyota Avanza 2014 Bensin,128000000.0,Toyota,Avanza,1.3 G Bensin-MT,2014,135.000-140.000,Bensin,Putih,Manual,,,Individu,
Gamping,2022-12-21T09:28:18+0000,Toyota Yaris 2010 Hybrid,110000000.0,Toyota,Yaris,1.5 E Bensin-AT,2010,115.000-120.000,Hybrid,Silver,Automatic,,,Individu,
Sleman,2022-12-21T09:06:05+0000,Innova diesel matic 2005 akhir,145000000.0,Toyota,Kijang Innova,2.5 G Solar-AT,2005,95.000-100.000,Diesel,Hijau,Automatic,Wagon,>2.000 - 3.000 cc,Individu,
Mantrijeron,2022-12-21T08:51:02+0000,[VIP Dealer] Toyota Agya 2020 Bensin,130000000.0,Toyota,Agya,1.2 TRD Sportivo Bensin-MT,2020,15.000-20.000,Bensin,Hitam,Manual,,,Diler,
Sleman,2022-12-21T08:45:21+0000,[OLX Autos] [DP32JT] Kijang Innova 2014 2.4 G Solar Manual #DCARS,232000000.0,Toyota,Kijang Innova,2.4 G Solar-MT,2014,80.000-85.000,Diesel,Silver,Manual,,>2.000 - 3.000 cc,Diler,
Ngaglik,2022-12-21T08:21:02+0000,New Grand Veloz Q 1.5 CVT Automatic 2022 LikeNew,267800000.0,Toyota,Avanza,1.5 New Veloz Q CVT Bensin-AT,2022,10.000-15.000,Bensin,Hitam,Automatic,Minibus,>1.000 - 1.500 cc,Individu,
Depok,2022-12-21T07:43:49+0000,[TDP] 56JT Innova VENTURER Facelift AT 2022 DIESEL,495000000.0,Toyota,Kijang Innova,2.4 Venturer Solar-AT,2022,15.000-20.000,Diesel,Hitam,Automatic,SUV,>2.000 - 3.000 cc,Individu,Carsentro Yogyakarta
Mlati,2022-12-21T07:38:19+0000,Avanza G 2012 (DP 15 jt),114500000.0,Toyota,Avanza,1.3 G Bensin-MT,2012,90.000-95.000,Bensin,Silver,Manual,MPV,>1.000 - 1.500 cc,Individu,Carsentro Yogyakarta
Ngaglik,2022-12-21T07:34:22+0000,Agya g matic tahun 2013,93000000.0,Toyota,Agya,1.0 E Bensin-AT,2013,85.000-90.000,Bensin,Abu-abu,Automatic,Minibus,<1.000 cc,Individu,Carsentro Yogyakarta
Umbulharjo,2022-12-21T07:14:37+0000,[OLX Autos] DP1JT TOYOTA CALYA G 2019 TANGAN 1 LOW KM LIKE NEW,119000000.0,Toyota,Calya,1.2 G Bensin-MT,2019,50.000-55.000,Bensin,Silver,Manual,MPV,>1.000 - 1.500 cc,Individu,
Umbulharjo,2022-12-21T07:13:46+0000,[OLX AUTOS] Toyota Calya 1.2 G Bensin Manual-2018 Silver,122000000.0,Toyota,Calya,1.2 G Bensin-MT,2018,20.000-25.000,Bensin,Silver,Manual,MPV,>1.000 - 1.500 cc,,
Mlati,2022-12-21T07:04:21+0000,[OLX Autos] FORTUNER VRZ DISEL 4X2 AT 2017 PUTIH SERVICE RECORD,379000000.0,Toyota,Fortuner,fortuner-2.4-4x2-vrz-solar,2017,65.000-70.000,Diesel,Putih,Manual,,>2.000 - 3.000 cc,Diler,
Jetis,2022-12-21T07:04:20+0000,[OLX Autos] [PLAT AA] Toyota Calya 1.2 G Bensin MT 2018 Hitam,124000000.0,Toyota,Calya,toyota-calya-67436-g,2018,40.000-45.000,Bensin,Hitam,Manual,Minibus,>1.000 - 1.500 cc,Diler,
Jetis,2022-10-22T06:10:32+0000,[Dp12jt] Avanza Veloz 1.5 At 2021 KM 17rb ISTIMEWA Kredit Murah,205000000.0,Toyota,Avanza,1.5 Veloz Bensin-AT,2021,10.000-15.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Tegalrejo,2022-12-10T05:13:16+0000,Fortuner VRZ Diesel 2016 KM 44rb ISTIMEWA Bisa Kredit,375000000.0,Toyota,Fortuner,2.4 VRZ Solar-AT,2016,40.000-45.000,Diesel,Hitam,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Piyungan,2022-12-16T13:52:34+0000,innova g trd solar matic tahun 2020,395000000.0,Toyota,Kijang Innova,2.4 G Solar-AT,2020,10.000-15.000,Diesel,Abu-abu,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Pakualaman,2022-12-20T08:23:14+0000,[OLX Autos] Toyota Avanza 1.3 G Manual 2017 Hitam #AB Auto Gallery,159000000.0,Toyota,Avanza,1.3 G Bensin-MT,2017,90.000-95.000,Bensin,Hitam,Manual,,>1.000 - 1.500 cc,,
Jetis,2022-12-21T07:04:19+0000,[OLX Autos] [DP8JT] Toyota Vios 2017 1.5 G Bensin Manual Hitam,138000000.0,Toyota,Vios,1.5 G Bensin-MT,2017,80.000-85.000,Bensin,Hitam,Manual,Sedan,>1.000 - 1.500 cc,Diler,
Bantul,2022-12-21T07:03:42+0000,[OLX Autos] Toyota Fortuner 2.4 4x2 VRZ Solar A/T 2017 #AB AUTO,379000000.0,Toyota,Fortuner,fortuner-2.4-4x2-vrz-solar,2017,65.000-70.000,Diesel,Putih,Automatic,,>2.000 - 3.000 cc,Individu,
Kraton,2022-12-21T07:03:41+0000,[OLX Autos] Toyota Fortuner 2.4 4x2 VRZ Solar A/T 2017 #AB AUTO,379000000.0,Toyota,Fortuner,fortuner-2.4-4x2-vrz-solar,2017,65.000-70.000,Diesel,Putih,Automatic,,>2.000 - 3.000 cc,Individu,
Tegalrejo,2022-12-21T07:03:38+0000,[OLX Autos] Toyota Fortuner 2.4 VRZ TRD Solar Automatic 2019 #AB Auto,459000000.0,Toyota,Fortuner,fortuner-2.4-4x2-vrz-trd-solar,2019,85.000-90.000,Diesel,Hitam,Automatic,,>2.000 - 3.000 cc,Individu,
Sedayu,2022-12-21T07:03:37+0000,[OLX Autos] Toyota Fortuner 2.4 VRZ TRD Solar Automatic 2019 #AB Auto,459000000.0,Toyota,Fortuner,fortuner-2.4-4x2-vrz-trd-solar,2019,85.000-90.000,Diesel,Hitam,Automatic,,>2.000 - 3.000 cc,Individu,
Pakualaman,2022-12-21T07:03:33+0000,[OLX Autos] Toyota Vios 2017 1.5 G Bensin MT Hitam #ABAutoGallery,138000000.0,Toyota,Vios,1.5 G Bensin-MT,2017,85.000-90.000,Bensin,Hitam,Manual,,>1.000 - 1.500 cc,Individu,
Bantul,2022-12-21T07:03:32+0000,[OLX Autos] Toyota Vios 2017 1.5 G Bensin MT Hitam #ABAutoGallery,138000000.0,Toyota,Vios,1.5 G Bensin-MT,2017,85.000-90.000,Bensin,Hitam,Manual,,>1.000 - 1.500 cc,Individu,
Kalasan,2022-12-21T07:03:06+0000,Hot sale / Yaris G manual 2015,152000000.0,Toyota,Yaris,1.5 G Bensin-MT,2015,75.000-80.000,Bensin,Silver,Manual,,,,
Turi,2022-12-21T06:57:07+0000,Toyota Camry 2014 Bensin,228000000.0,Toyota,Camry,2.5 V Bensin-AT,2014,85.000-90.000,Bensin,Hitam,Automatic,,,Individu,
Banguntapan,2022-12-21T06:06:05+0000,DIJUAL RAIZE G TURBO AUTOMATIC 2021,233000000.0,Toyota,Raize,1.0 Turbo G Bensin-AT,2021,0-5.000,Bensin,Putih,Automatic,Hatchback,<1.000 cc,Individu,
Kalasan,2022-12-21T05:47:57+0000,[OLX AUTOS] Toyota Yaris 1.5 S Bensin-MT Manual-2011 Putih,113000000.0,Toyota,Yaris,1.5 S Bensin-MT,2011,135.000-140.000,Bensin,Putih,Manual,Hatchback,>1.000 - 1.500 cc,,
Depok,2022-12-21T05:39:23+0000,"[Khusus Kredit] All New Avanza 1.5 G, Manual, 2022, KM 4000, B Tgn 1",215000000.0,Toyota,Avanza,1.5 G Bensin-MT,2022,0-5.000,Bensin,Hitam,Manual,MPV,>1.000 - 1.500 cc,Diler,
Mlati,2022-12-21T05:20:05+0000,AVANZA 1.3 G MANUAL 2018 ASLI AB,168000000.0,Toyota,Avanza,1.3 G Bensin-MT,2018,95.000-100.000,Bensin,Silver,Manual,Hatchback,>1.000 - 1.500 cc,Individu,
Banguntapan,2022-12-21T04:24:15+0000,kijang lsx bensin th 1997 ab,57000000.0,Toyota,Kijang,1.8 LSX Bensin-MT,1997,160.000-165.000,Bensin,Biru,Manual,Minibus,>1.500 - 2.000 cc,Diler,
Depok,2022-12-21T04:22:51+0000,innova G 2006 DP 9jt pajak jalan,99000000.0,Toyota,Kijang Innova,2.0 G Bensin-AT,2006,195.000-200.000,Bensin,Hijau,Automatic,Minibus,>1.500 - 2.000 cc,,
Godean,2022-12-21T04:14:56+0000,Toyota Starlet S.E 1991,35000000.0,Toyota,Starlet,1.3 Bensin-MT,1991,95.000-100.000,Bensin,Biru,Manual,Hatchback,>1.000 - 1.500 cc,Individu,
Pandak,2022-12-18T16:42:25+0000,Jual Vios G 2008,85000000.0,Toyota,Vios,1.5 G Bensin-MT,2008,140.000-145.000,Bensin,Silver,Manual,Sedan,>1.500 - 2.000 cc,Individu,
Kraton,2022-12-19T11:08:47+0000,(DP 80 JT) VELLFIRE 2.5 G LIMITED 2017,815000000.0,Toyota,Vellfire,toyota-vellfire-67578-g-limited,2017,15.000-20.000,Bensin,Hitam,Automatic Triptonic,MPV,>2.000 - 3.000 cc,Diler,
Mlati,2022-11-13T13:47:48+0000,Toyota Hardtop FJ40 tahun 1975 full restorasi bs tt Harley Goldwing,223000000.0,Toyota,Hardtop,4.2 Fj40 Bensin,<1986,90.000-95.000,Bensin,Merah,Manual,Jeep,>3.000 cc,Individu,
Tegalrejo,2022-10-10T04:46:43+0000,(Dp8jt) Avanza 1.5 Veloz At 2019 ORISINIL Kredit Murah,190000000.0,Toyota,Avanza,1.5 Veloz Bensin-AT,2019,50.000-55.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Piyungan,2022-12-21T03:29:27+0000,All New Avanza M/T Th'2015 Full Variasi,119900000.0,Toyota,Avanza,1.3 E Bensin,2015,175.000-180.000,Bensin,Hitam,Manual,,>1.000 - 1.500 cc,Diler,
Piyungan,2022-12-21T03:29:21+0000,Soluna XLi 1.5 Th’2000,32900000.0,Toyota,Soluna,1.5 XLi Bensin,2000,>300.000,Bensin,Biru,Manual,,>1.000 - 1.500 cc,Diler,
Piyungan,2022-12-21T03:29:20+0000,Rush S Trd Sportivo MT Th’2018 Istimewa,209900000.0,Toyota,Rush,1.5 TRD Sportivo Bensin,2018,125.000-130.000,Bensin,Hitam,Manual,,>1.000 - 1.500 cc,Diler,
Mlati,2022-12-21T03:08:57+0000,Vellfire 2.4 GS 2013 km55rb ( antik ),409000000.0,Toyota,Vellfire,2.4 GS Bensin-AT,2013,50.000-55.000,Bensin,Putih,Automatic,MPV,>2.000 - 3.000 cc,,
Depok,2022-12-21T03:04:24+0000,Toyota Vellfire 2015 ZG,789000000.0,Toyota,Vellfire,2.5 ZG Bensin-AT,2015,45.000-50.000,Bensin,Hitam,Automatic,Minibus,>2.000 - 3.000 cc,Diler,
Godean,2022-12-21T02:57:38+0000,Toyota Vellfire 2012 ZG Presmsound,410000000.0,Toyota,Vellfire,2.4 ZG Bensin-AT,2012,45.000-50.000,Bensin,Hitam,Automatic,Minibus,>2.000 - 3.000 cc,Diler,
Godean,2022-12-21T02:56:43+0000,[DP19JT] CALYA G 1.2 MANUAL 2018 TERAWAT,124000000.0,Toyota,Calya,1.2 G Bensin-MT,2018,40.000-45.000,Bensin,Hitam,Manual,Minibus,>1.000 - 1.500 cc,,
Jetis,2022-12-21T02:23:28+0000,[OLX Autos] [DP3JT] Toyota Avanza 1.5 Veloz MT 2019 Hitam #DCARS,199000000.0,Toyota,Avanza,avanza-1.5-veloz-bensin,2019,25.000-30.000,Bensin,Hitam,Manual,,>1.000 - 1.500 cc,Individu,
Kotagede,2022-12-21T02:06:02+0000,INNOVA REBORN G BENSIN MATIC TAHUN 2020,320000000.0,Toyota,Kijang Innova,2.0 G Bensin-AT,2020,10.000-15.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,Diler,
Kalasan,2022-12-20T18:25:12+0000,"Grand jantan 1995, AC PS PW 6 speed",38500000.0,Toyota,Kijang Super,1.5 Bensin-MT,1995,5.000-10.000,Bensin,Hijau,Manual,Classic Car,>1.000 - 1.500 cc,Individu,Carsentro Yogyakarta
Sewon,2022-12-20T17:38:53+0000,Toyota calya 1.2 G manual sigra,103000000.0,Toyota,Calya,1.2 G Bensin-MT,2017,20.000-25.000,Bensin,Putih,Manual,Hatchback,>1.000 - 1.500 cc,Individu,Carsentro Yogyakarta
Piyungan,2022-12-20T14:51:40+0000,toyota rush gr matic tahun 2021,277000000.0,Toyota,Rush,1.5 S GR Sport Bensin-AT,2021,0-5.000,Bensin,Putih,Automatic,SUV,>1.000 - 1.500 cc,Diler,
Sleman,2022-12-20T13:40:53+0000,Avanza E at bs tt/kredit DP 6,95000000.0,Toyota,Avanza,1.3 E Bensin-AT,2012,85.000-90.000,Bensin,Merah,Automatic,,,Diler,
Piyungan,2022-12-20T11:05:46+0000,Avanza Veloz 1.5 M/T Th’2012 Asli AB Tgn-1,135900000.0,Toyota,Avanza,avanza-1.5-veloz-bensin,2012,165.000-170.000,Bensin,Hitam,Manual,,>1.000 - 1.500 cc,Diler,
Piyungan,2022-12-20T11:05:40+0000,All New Corolla SEG 1.6 Th’97 Manual,42900000.0,Toyota,Corolla,1.6 Bensin-MT,1997,250.000-255.000,Bensin,Silver,Manual,,>1.500 - 2.000 cc,Diler,
Kalasan,2022-12-20T11:00:41+0000,Hot sale/DP 5jt/ New Yaris TRD Sportivo Manual 2019,210000000.0,Toyota,Yaris,1.5 TRD Sportivo Bensin-MT,2019,15.000-20.000,Bensin,Hitam,Manual,,,,
Piyungan,2022-12-20T04:13:47+0000,Avanza 1.3 Th'2010 Manual,89900000.0,Toyota,Avanza,1.3 E Bensin-MT,2010,115.000-120.000,Bensin,Hitam,Manual,,>1.000 - 1.500 cc,Diler,
Jetis,2022-12-19T06:19:32+0000,Innova Reborn G Bensin Mt 2016 KM 56rb Orisinil Bisa Kredit,235000000.0,Toyota,Kijang Innova,2.0 G Bensin-MT,2016,50.000-55.000,Bensin,Hitam,Manual,SUV,>1.500 - 2.000 cc,Diler,
Banguntapan,2022-12-17T03:00:54+0000,Fortuner VRZ 2017 Dp9Jt,379000000.0,Toyota,Fortuner,2.4 VRZ Solar-AT,2017,60.000-65.000,Diesel,Putih,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Tegalrejo,2022-11-11T06:47:06+0000,[Dp19jt] Vios G At 2018 AB Tgn1 Orisinil Kredit Murah,188000000.0,Toyota,Vios,1.5 G Bensin,2018,30.000-35.000,Bensin,Hitam,Automatic,Sedan,>1.000 - 1.500 cc,Diler,
Gamping,2022-12-20T10:49:58+0000,Corolla 1994 Silver,49000000.0,Toyota,Corolla,1.6 AE Bensin-MT,1994,100.000-105.000,Bensin,Silver,Manual,Sedan,>1.500 - 2.000 cc,Individu,Carsentro Yogyakarta
Depok,2022-12-20T10:48:40+0000,[OLXAutos] Toyota Rush 2019 1.5 TRD Sportivo Bensin A/T Hitam #Dwi Jay,211000000.0,Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2019,30.000-35.000,Bensin,Hitam,Automatic,,,Diler,
Wirobrajan,2022-12-20T10:36:01+0000,"Vellfire type tertinggi,  ZG Premsound 2012",419000000.0,Toyota,Vellfire,2.5 ZG Bensin-AT,2012,60.000-65.000,Bensin,Hitam,Automatic,MPV,>2.000 - 3.000 cc,Individu,
Bantul,2022-12-20T08:24:08+0000,[OLX Autos] [PLAT AA] AVANZA 1.3 G MANUAL 2017 HITAM PAJAK BARU,159000000.0,Toyota,Avanza,toyota-avanza-67429-g,2017,90.000-95.000,Bensin,Hitam,Manual,,>1.000 - 1.500 cc,Diler,
Sleman,2022-12-20T07:45:23+0000,Toyota Fortuner VNT 2.5 G 2013 Upgrade TRD Sportivo,295000000.0,Toyota,Fortuner,2.5 G TRD Solar-AT,2013,140.000-145.000,Diesel,Putih,Automatic,SUV,>2.000 - 3.000 cc,Individu,
